"Plot Title: 8B_Langrivier"
"#","Date Time, GMT+02:00","Temp, °C (LGR S/N: 9867911)","Batt, V (LGR S/N: 9867911)","Rain (LGR S/N: 9867911)","Coupler Attached (LGR S/N: 9867911)","Host Connected (LGR S/N: 9867911)","Coupler Detached (LGR S/N: 9867911)","End Of File (LGR S/N: 9867911)"
490,2011/07/24 07:38:27,,,1.8,,,,
491,2011/07/24 08:00:00,10.553,2.93,,,,,
492,2011/07/24 08:01:27,,,2.0,,,,
493,2011/07/24 08:25:42,,,2.2,,,,
494,2011/07/24 08:50:57,,,2.4,,,,
495,2011/07/24 09:00:00,10.846,2.93,,,,,
496,2011/07/24 09:17:55,,,2.6,,,,
497,2011/07/24 10:00:00,11.431,2.93,,,,,
498,2011/07/24 10:15:50,,,2.8,,,,
499,2011/07/24 10:48:26,,,3.0,,,,
500,2011/07/24 11:00:00,11.431,2.93,,,,,
501,2011/07/24 11:02:07,,,3.2,,,,
502,2011/07/24 11:23:50,,,3.4,,,,
503,2011/07/24 11:32:11,,,3.6,,,,
504,2011/07/24 11:44:16,,,3.8,,,,
505,2011/07/24 11:54:48,,,4.0,,,,
506,2011/07/24 12:00:00,12.013,2.93,,,,,
507,2011/07/24 12:11:29,,,4.2,,,,
508,2011/07/24 12:39:06,,,4.4,,,,
509,2011/07/24 12:59:33,,,4.6,,,,
510,2011/07/24 13:00:00,13.269,2.93,,,,,
511,2011/07/24 13:20:02,,,4.8,,,,
512,2011/07/24 13:29:43,,,5.0,,,,
513,2011/07/24 13:34:58,,,5.2,,,,
514,2011/07/24 13:43:35,,,5.4,,,,
515,2011/07/24 13:50:52,,,5.6,,,,
516,2011/07/24 14:00:00,13.654,2.93,,,,,
517,2011/07/24 14:02:13,,,5.8,,,,
518,2011/07/24 14:04:29,,,6.0,,,,
519,2011/07/24 14:08:28,,,6.2,,,,
520,2011/07/24 14:12:00,,,6.4,,,,
521,2011/07/24 14:16:32,,,6.6,,,,
522,2011/07/24 14:21:26,,,6.8,,,,
523,2011/07/24 14:33:35,,,7.0,,,,
524,2011/07/24 14:41:07,,,7.2,,,,
525,2011/07/24 14:46:33,,,7.4,,,,
526,2011/07/24 14:52:17,,,7.6,,,,
527,2011/07/24 14:57:16,,,7.8,,,,
528,2011/07/24 15:00:00,12.497,2.93,,,,,
529,2011/07/24 15:04:26,,,8.0,,,,
530,2011/07/24 15:11:58,,,8.2,,,,
531,2011/07/24 15:18:38,,,8.4,,,,
532,2011/07/24 15:26:29,,,8.6,,,,
533,2011/07/24 15:30:45,,,8.8,,,,
534,2011/07/24 15:35:02,,,9.0,,,,
535,2011/07/24 15:37:16,,,9.2,,,,
536,2011/07/24 15:43:31,,,9.4,,,,
537,2011/07/24 15:48:26,,,9.6,,,,
538,2011/07/24 15:52:17,,,9.8,,,,
539,2011/07/24 15:55:35,,,10.0,,,,
540,2011/07/24 15:58:36,,,10.2,,,,
541,2011/07/24 16:00:00,10.846,2.93,,,,,
542,2011/07/24 16:00:12,,,10.4,,,,
543,2011/07/24 16:03:50,,,10.6,,,,
544,2011/07/24 16:08:53,,,10.8,,,,
545,2011/07/24 16:13:27,,,11.0,,,,
546,2011/07/24 16:16:10,,,11.2,,,,
547,2011/07/24 16:18:37,,,11.4,,,,
548,2011/07/24 16:20:47,,,11.6,,,,
549,2011/07/24 16:26:36,,,11.8,,,,
550,2011/07/24 16:29:17,,,12.0,,,,
551,2011/07/24 16:34:17,,,12.2,,,,
552,2011/07/24 16:37:43,,,12.4,,,,
553,2011/07/24 16:42:29,,,12.6,,,,
554,2011/07/24 16:47:05,,,12.8,,,,
555,2011/07/24 16:51:55,,,13.0,,,,
556,2011/07/24 16:54:02,,,13.2,,,,
557,2011/07/24 16:56:26,,,13.4,,,,
558,2011/07/24 16:58:54,,,13.6,,,,
559,2011/07/24 17:00:00,8.779,2.93,,,,,
560,2011/07/24 17:01:35,,,13.8,,,,
561,2011/07/24 17:03:49,,,14.0,,,,
562,2011/07/24 17:08:38,,,14.2,,,,
563,2011/07/24 17:10:35,,,14.4,,,,
564,2011/07/24 17:15:31,,,14.6,,,,
565,2011/07/24 17:18:12,,,14.8,,,,
566,2011/07/24 17:23:52,,,15.0,,,,
567,2011/07/24 17:27:08,,,15.2,,,,
568,2011/07/24 17:32:24,,,15.4,,,,
569,2011/07/24 17:37:34,,,15.6,,,,
570,2011/07/24 17:45:25,,,15.8,,,,
571,2011/07/24 17:58:03,,,16.0,,,,
572,2011/07/24 18:00:00,7.280,2.93,,,,,
573,2011/07/24 19:00:00,7.782,2.93,,,,,
574,2011/07/24 19:24:57,,,16.2,,,,
575,2011/07/24 19:28:25,,,16.4,,,,
576,2011/07/24 19:34:25,,,16.6,,,,
577,2011/07/24 19:41:11,,,16.8,,,,
578,2011/07/24 19:48:36,,,17.0,,,,
579,2011/07/24 19:54:59,,,17.2,,,,
580,2011/07/24 20:00:00,7.381,2.93,,,,,
581,2011/07/24 20:05:43,,,17.4,,,,
582,2011/07/24 20:16:09,,,17.6,,,,
583,2011/07/24 20:22:52,,,17.8,,,,
584,2011/07/24 20:26:41,,,18.0,,,,
585,2011/07/24 20:31:25,,,18.2,,,,
586,2011/07/24 20:32:44,,,18.4,,,,
587,2011/07/24 20:35:15,,,18.6,,,,
588,2011/07/24 20:37:23,,,18.8,,,,
589,2011/07/24 20:41:04,,,19.0,,,,
590,2011/07/24 20:43:49,,,19.2,,,,
591,2011/07/24 20:57:10,,,19.4,,,,
592,2011/07/24 21:00:00,7.179,2.93,,,,,
593,2011/07/24 22:00:00,7.882,2.93,,,,,
594,2011/07/24 22:06:45,,,19.6,,,,
595,2011/07/24 22:23:12,,,19.8,,,,
596,2011/07/24 22:45:06,,,20.0,,,,
597,2011/07/24 23:00:00,6.978,2.93,,,,,
598,2011/07/24 23:52:27,,,20.2,,,,
599,2011/07/25 00:00:00,6.978,2.93,,,,,
600,2011/07/25 01:00:00,7.983,2.93,,,,,
601,2011/07/25 02:00:00,7.582,2.93,,,,,
602,2011/07/25 03:00:00,7.882,2.93,,,,,
603,2011/07/25 03:24:52,,,20.4,,,,
604,2011/07/25 04:00:00,7.481,2.93,,,,,
605,2011/07/25 04:53:51,,,20.6,,,,
606,2011/07/25 05:00:00,6.877,2.93,,,,,
607,2011/07/25 06:00:00,7.481,2.93,,,,,
608,2011/07/25 06:11:23,,,20.8,,,,
609,2011/07/25 06:45:22,,,21.0,,,,
610,2011/07/25 07:00:00,7.079,2.93,,,,,
611,2011/07/25 07:23:01,,,21.2,,,,
612,2011/07/25 07:26:10,,,21.4,,,,
613,2011/07/25 07:29:32,,,21.6,,,,
614,2011/07/25 07:32:50,,,21.8,,,,
615,2011/07/25 07:34:14,,,22.0,,,,
616,2011/07/25 07:37:30,,,22.2,,,,
617,2011/07/25 07:39:34,,,22.4,,,,
618,2011/07/25 08:00:00,6.674,2.93,,,,,
619,2011/07/25 09:00:00,8.282,2.93,,,,,
620,2011/07/25 09:34:35,,,22.6,,,,
621,2011/07/25 09:37:56,,,22.8,,,,
622,2011/07/25 10:00:00,8.282,2.93,,,,,
623,2011/07/25 10:02:40,,,23.0,,,,
624,2011/07/25 10:14:02,,,23.2,,,,
625,2011/07/25 10:19:42,,,23.4,,,,
626,2011/07/25 10:28:04,,,23.6,,,,
627,2011/07/25 10:46:58,,,23.8,,,,
628,2011/07/25 10:48:22,,,24.0,,,,
629,2011/07/25 11:00:00,8.282,2.93,,,,,
630,2011/07/25 11:01:00,,,24.2,,,,
631,2011/07/25 11:02:17,,,24.4,,,,
632,2011/07/25 11:06:47,,,24.6,,,,
633,2011/07/25 11:07:57,,,24.8,,,,
634,2011/07/25 11:55:08,,,25.0,,,,
635,2011/07/25 12:00:00,9.965,2.91,,,,,
636,2011/07/25 12:01:01,,,25.2,,,,
637,2011/07/25 12:03:17,,,25.4,,,,
638,2011/07/25 12:04:46,,,25.6,,,,
639,2011/07/25 12:07:26,,,25.8,,,,
640,2011/07/25 12:08:58,,,26.0,,,,
641,2011/07/25 12:10:39,,,26.2,,,,
642,2011/07/25 12:12:47,,,26.4,,,,
643,2011/07/25 12:16:41,,,26.6,,,,
644,2011/07/25 12:23:13,,,26.8,,,,
645,2011/07/25 12:28:20,,,,Logged,Logged,,
646,2011/07/25 12:29:30,,,,,,Logged,
647,2011/07/25 12:30:34,,,27.0,,,,
648,2011/07/25 13:00:00,9.669,2.91,,,,,
649,2011/07/25 13:04:30,,,27.2,,,,
650,2011/07/25 13:07:09,,,27.4,,,,
651,2011/07/25 13:21:36,,,27.6,,,,
652,2011/07/25 13:48:55,,,27.8,,,,
653,2011/07/25 13:54:41,,,28.0,,,,
654,2011/07/25 13:59:32,,,28.2,,,,
655,2011/07/25 14:00:00,9.077,2.93,,,,,
656,2011/07/25 14:10:22,,,28.4,,,,
657,2011/07/25 15:00:00,9.176,2.93,,,,,
658,2011/07/25 15:16:41,,,28.6,,,,
659,2011/07/25 16:00:00,12.401,2.93,,,,,
660,2011/07/25 17:00:00,11.236,2.91,,,,,
661,2011/07/25 18:00:00,9.373,2.93,,,,,
662,2011/07/25 19:00:00,9.176,2.93,,,,,
663,2011/07/25 20:00:00,9.571,2.93,,,,,
664,2011/07/25 21:00:00,9.866,2.91,,,,,
665,2011/07/25 22:00:00,9.472,2.93,,,,,
666,2011/07/25 23:00:00,9.669,2.91,,,,,
667,2011/07/26 00:00:00,9.669,2.91,,,,,
668,2011/07/26 01:00:00,9.768,2.91,,,,,
669,2011/07/26 02:00:00,9.768,2.91,,,,,
670,2011/07/26 03:00:00,9.669,2.91,,,,,
671,2011/07/26 04:00:00,9.866,2.91,,,,,
672,2011/07/26 05:00:00,9.866,2.91,,,,,
673,2011/07/26 06:00:00,7.782,2.93,,,,,
674,2011/07/26 07:00:00,8.382,2.93,,,,,
675,2011/07/26 08:00:00,7.782,2.93,,,,,
676,2011/07/26 09:00:00,9.077,2.93,,,,,
677,2011/07/26 10:00:00,11.431,2.91,,,,,
678,2011/07/26 11:00:00,19.567,2.93,,,,,
679,2011/07/26 12:00:00,22.621,2.93,,,,,
680,2011/07/26 13:00:00,23.484,2.93,,,,,
681,2011/07/26 14:00:00,23.773,2.93,,,,,
682,2011/07/26 15:00:00,24.448,2.95,,,,,
683,2011/07/26 16:00:00,19.853,2.93,,,,,
684,2011/07/26 17:00:00,9.965,2.93,,,,,
685,2011/07/26 18:00:00,8.680,2.95,,,,,
686,2011/07/26 19:00:00,8.182,2.93,,,,,
687,2011/07/26 20:00:00,9.472,2.95,,,,,
688,2011/07/26 21:00:00,9.571,2.95,,,,,
689,2011/07/26 22:00:00,6.877,2.93,,,,,
690,2011/07/26 23:00:00,6.775,2.93,,,,,
691,2011/07/27 00:00:00,6.877,2.93,,,,,
692,2011/07/27 01:00:00,6.978,2.93,,,,,
693,2011/07/27 02:00:00,7.179,2.93,,,,,
694,2011/07/27 03:00:00,7.782,2.93,,,,,
695,2011/07/27 04:00:00,7.782,2.93,,,,,
696,2011/07/27 05:00:00,7.882,2.93,,,,,
697,2011/07/27 06:00:00,7.582,2.93,,,,,
698,2011/07/27 07:00:00,8.182,2.93,,,,,
699,2011/07/27 08:00:00,8.182,2.93,,,,,
700,2011/07/27 09:00:00,11.041,2.93,,,,,
701,2011/07/27 10:00:00,15.282,2.91,,,,,
702,2011/07/27 11:00:00,26.977,2.93,,,,,
703,2011/07/27 12:00:00,25.125,2.93,,,,,
704,2011/07/27 13:00:00,22.238,2.93,,,,,
705,2011/07/27 14:00:00,22.142,2.93,,,,,
706,2011/07/27 15:00:00,20.615,2.93,,,,,
707,2011/07/27 16:00:00,19.758,2.93,,,,,
708,2011/07/27 17:00:00,17.570,2.95,,,,,
709,2011/07/27 18:00:00,12.980,2.95,,,,,
710,2011/07/27 19:00:00,10.944,2.93,,,,,
711,2011/07/27 20:00:00,14.325,2.95,,,,,
712,2011/07/27 21:00:00,13.654,2.95,,,,,
713,2011/07/27 22:00:00,10.259,2.93,,,,,
714,2011/07/27 23:00:00,10.063,2.93,,,,,
715,2011/07/28 00:00:00,11.139,2.93,,,,,
716,2011/07/28 01:00:00,10.553,2.93,,,,,
717,2011/07/28 02:00:00,10.846,2.93,,,,,
718,2011/07/28 03:00:00,10.651,2.93,,,,,
719,2011/07/28 04:00:00,10.748,2.93,,,,,
720,2011/07/28 05:00:00,10.553,2.93,,,,,
721,2011/07/28 05:45:23,,,28.8,,,,
722,2011/07/28 05:48:41,,,29.0,,,,
723,2011/07/28 05:49:04,,,29.2,,,,
724,2011/07/28 05:50:22,,,29.4,,,,
725,2011/07/28 05:50:58,,,29.6,,,,
726,2011/07/28 05:51:49,,,29.8,,,,
727,2011/07/28 05:52:52,,,30.0,,,,
728,2011/07/28 05:53:58,,,30.2,,,,
729,2011/07/28 05:55:08,,,30.4,,,,
730,2011/07/28 05:57:15,,,30.6,,,,
731,2011/07/28 05:58:39,,,30.8,,,,
732,2011/07/28 06:00:00,9.866,2.93,,,,,
733,2011/07/28 06:00:29,,,31.0,,,,
734,2011/07/28 06:01:23,,,31.2,,,,
735,2011/07/28 06:02:19,,,31.4,,,,
736,2011/07/28 06:04:14,,,31.6,,,,
737,2011/07/28 06:06:26,,,31.8,,,,
738,2011/07/28 06:08:12,,,32.0,,,,
739,2011/07/28 06:10:37,,,32.2,,,,
740,2011/07/28 06:11:54,,,32.4,,,,
741,2011/07/28 06:14:37,,,32.6,,,,
742,2011/07/28 06:16:26,,,32.8,,,,
743,2011/07/28 06:19:19,,,33.0,,,,
744,2011/07/28 06:22:26,,,33.2,,,,
745,2011/07/28 06:24:58,,,33.4,,,,
746,2011/07/28 06:27:25,,,33.6,,,,
747,2011/07/28 06:29:37,,,33.8,,,,
748,2011/07/28 06:31:51,,,34.0,,,,
749,2011/07/28 06:35:10,,,34.2,,,,
750,2011/07/28 06:37:49,,,34.4,,,,
751,2011/07/28 06:41:22,,,34.6,,,,
752,2011/07/28 06:44:04,,,34.8,,,,
753,2011/07/28 06:45:50,,,35.0,,,,
754,2011/07/28 06:47:28,,,35.2,,,,
755,2011/07/28 06:49:10,,,35.4,,,,
756,2011/07/28 06:50:00,,,35.6,,,,
757,2011/07/28 06:51:01,,,35.8,,,,
758,2011/07/28 06:51:39,,,36.0,,,,
759,2011/07/28 06:52:42,,,36.2,,,,
760,2011/07/28 06:52:58,,,36.4,,,,
761,2011/07/28 06:53:17,,,36.6,,,,
762,2011/07/28 06:54:19,,,36.8,,,,
763,2011/07/28 06:55:43,,,37.0,,,,
764,2011/07/28 06:57:22,,,37.2,,,,
765,2011/07/28 06:59:58,,,37.4,,,,
766,2011/07/28 07:00:00,9.275,2.95,,,,,
767,2011/07/28 07:04:33,,,37.6,,,,
768,2011/07/28 07:10:07,,,37.8,,,,
769,2011/07/28 07:12:58,,,38.0,,,,
770,2011/07/28 07:14:11,,,38.2,,,,
771,2011/07/28 07:14:51,,,38.4,,,,
772,2011/07/28 07:16:55,,,38.6,,,,
773,2011/07/28 07:23:16,,,38.8,,,,
774,2011/07/28 07:51:55,,,39.0,,,,
775,2011/07/28 08:00:00,8.680,2.93,,,,,
776,2011/07/28 09:00:00,9.669,2.93,,,,,
777,2011/07/28 09:07:52,,,39.2,,,,
778,2011/07/28 09:10:58,,,39.4,,,,
779,2011/07/28 09:12:39,,,39.6,,,,
780,2011/07/28 09:15:17,,,39.8,,,,
781,2011/07/28 09:18:30,,,40.0,,,,
782,2011/07/28 09:20:42,,,40.2,,,,
783,2011/07/28 09:22:39,,,40.4,,,,
784,2011/07/28 09:25:33,,,40.6,,,,
785,2011/07/28 09:26:22,,,40.8,,,,
786,2011/07/28 09:27:01,,,41.0,,,,
787,2011/07/28 09:27:23,,,41.2,,,,
788,2011/07/28 09:27:57,,,41.4,,,,
789,2011/07/28 09:28:17,,,41.6,,,,
790,2011/07/28 09:28:46,,,41.8,,,,
791,2011/07/28 09:29:05,,,42.0,,,,
792,2011/07/28 09:29:56,,,42.2,,,,
793,2011/07/28 09:30:50,,,42.4,,,,
794,2011/07/28 09:32:08,,,42.6,,,,
795,2011/07/28 09:34:52,,,42.8,,,,
796,2011/07/28 10:00:00,9.176,2.93,,,,,
797,2011/07/28 10:51:01,,,43.0,,,,
798,2011/07/28 10:51:37,,,43.2,,,,
799,2011/07/28 10:52:48,,,43.4,,,,
800,2011/07/28 10:53:40,,,43.6,,,,
801,2011/07/28 11:00:00,10.357,2.93,,,,,
802,2011/07/28 11:23:19,,,43.8,,,,
803,2011/07/28 12:00:00,10.357,2.93,,,,,
804,2011/07/28 12:04:50,,,44.0,,,,
805,2011/07/28 12:09:07,,,44.2,,,,
806,2011/07/28 12:10:32,,,44.4,,,,
807,2011/07/28 12:12:01,,,44.6,,,,
808,2011/07/28 12:12:59,,,44.8,,,,
809,2011/07/28 12:14:54,,,45.0,,,,
810,2011/07/28 12:28:14,,,45.2,,,,
811,2011/07/28 12:40:11,,,45.4,,,,
812,2011/07/28 12:44:52,,,45.6,,,,
813,2011/07/28 12:47:28,,,45.8,,,,
814,2011/07/28 12:49:38,,,46.0,,,,
815,2011/07/28 12:51:04,,,46.2,,,,
816,2011/07/28 12:52:24,,,46.4,,,,
817,2011/07/28 12:54:47,,,46.6,,,,
818,2011/07/28 12:56:32,,,46.8,,,,
819,2011/07/28 13:00:00,9.176,2.93,,,,,
820,2011/07/28 13:00:48,,,47.0,,,,
821,2011/07/28 13:12:40,,,47.2,,,,
822,2011/07/28 13:19:08,,,47.4,,,,
823,2011/07/28 13:21:08,,,47.6,,,,
824,2011/07/28 13:23:17,,,47.8,,,,
825,2011/07/28 13:24:24,,,48.0,,,,
826,2011/07/28 13:26:05,,,48.2,,,,
827,2011/07/28 13:27:49,,,48.4,,,,
828,2011/07/28 13:30:44,,,48.6,,,,
829,2011/07/28 13:35:38,,,48.8,,,,
830,2011/07/28 13:39:27,,,49.0,,,,
831,2011/07/28 13:42:27,,,49.2,,,,
832,2011/07/28 13:43:51,,,49.4,,,,
833,2011/07/28 13:44:46,,,49.6,,,,
834,2011/07/28 13:47:34,,,49.8,,,,
835,2011/07/28 13:51:28,,,50.0,,,,
836,2011/07/28 13:56:31,,,50.2,,,,
837,2011/07/28 13:57:13,,,50.4,,,,
838,2011/07/28 14:00:00,9.373,2.93,,,,,
839,2011/07/28 14:07:37,,,50.6,,,,
840,2011/07/28 14:17:55,,,50.8,,,,
841,2011/07/28 14:22:01,,,51.0,,,,
842,2011/07/28 14:36:34,,,51.2,,,,
843,2011/07/28 14:39:06,,,51.4,,,,
844,2011/07/28 14:40:46,,,51.6,,,,
845,2011/07/28 14:42:21,,,51.8,,,,
846,2011/07/28 15:00:00,11.041,2.93,,,,,
847,2011/07/28 15:02:27,,,52.0,,,,
848,2011/07/28 15:06:10,,,52.2,,,,
849,2011/07/28 15:16:49,,,52.4,,,,
850,2011/07/28 15:41:17,,,52.6,,,,
851,2011/07/28 15:43:09,,,52.8,,,,
852,2011/07/28 15:45:05,,,53.0,,,,
853,2011/07/28 15:45:41,,,53.2,,,,
854,2011/07/28 15:46:14,,,53.4,,,,
855,2011/07/28 15:46:40,,,53.6,,,,
856,2011/07/28 15:46:59,,,53.8,,,,
857,2011/07/28 15:47:23,,,54.0,,,,
858,2011/07/28 15:48:23,,,54.2,,,,
859,2011/07/28 15:49:24,,,54.4,,,,
860,2011/07/28 15:50:17,,,54.6,,,,
861,2011/07/28 15:50:51,,,54.8,,,,
862,2011/07/28 15:51:29,,,55.0,,,,
863,2011/07/28 15:51:46,,,55.2,,,,
864,2011/07/28 15:52:19,,,55.4,,,,
865,2011/07/28 15:52:57,,,55.6,,,,
866,2011/07/28 15:53:40,,,55.8,,,,
867,2011/07/28 15:54:18,,,56.0,,,,
868,2011/07/28 15:57:03,,,56.2,,,,
869,2011/07/28 15:59:43,,,56.4,,,,
870,2011/07/28 16:00:00,8.481,2.93,,,,,
871,2011/07/28 16:43:59,,,56.6,,,,
872,2011/07/28 16:47:44,,,56.8,,,,
873,2011/07/28 17:00:00,8.978,2.93,,,,,
874,2011/07/28 18:00:00,7.983,2.93,,,,,
875,2011/07/28 18:19:18,,,57.0,,,,
876,2011/07/28 18:19:46,,,57.2,,,,
877,2011/07/28 18:20:28,,,57.4,,,,
878,2011/07/28 18:21:16,,,57.6,,,,
879,2011/07/28 18:21:53,,,57.8,,,,
880,2011/07/28 18:22:20,,,58.0,,,,
881,2011/07/28 18:23:53,,,58.2,,,,
882,2011/07/28 18:24:35,,,58.4,,,,
883,2011/07/28 18:25:11,,,58.6,,,,
884,2011/07/28 18:25:38,,,58.8,,,,
885,2011/07/28 18:26:13,,,59.0,,,,
886,2011/07/28 18:27:48,,,59.2,,,,
887,2011/07/28 18:28:22,,,59.4,,,,
888,2011/07/28 18:28:49,,,59.6,,,,
889,2011/07/28 18:31:32,,,59.8,,,,
890,2011/07/28 18:32:13,,,60.0,,,,
891,2011/07/28 18:32:49,,,60.2,,,,
892,2011/07/28 18:33:12,,,60.4,,,,
893,2011/07/28 18:33:54,,,60.6,,,,
894,2011/07/28 18:34:21,,,60.8,,,,
895,2011/07/28 18:34:56,,,61.0,,,,
896,2011/07/28 18:35:27,,,61.2,,,,
897,2011/07/28 18:36:04,,,61.4,,,,
898,2011/07/28 18:36:31,,,61.6,,,,
899,2011/07/28 18:37:12,,,61.8,,,,
900,2011/07/28 18:37:39,,,62.0,,,,
901,2011/07/28 18:38:37,,,62.2,,,,
902,2011/07/28 18:39:59,,,62.4,,,,
903,2011/07/28 18:40:42,,,62.6,,,,
904,2011/07/28 18:41:04,,,62.8,,,,
905,2011/07/28 18:41:36,,,63.0,,,,
906,2011/07/28 18:42:02,,,63.2,,,,
907,2011/07/28 18:42:51,,,63.4,,,,
908,2011/07/28 18:43:17,,,63.6,,,,
909,2011/07/28 18:43:52,,,63.8,,,,
910,2011/07/28 18:44:18,,,64.0,,,,
911,2011/07/28 18:44:55,,,64.2,,,,
912,2011/07/28 18:45:19,,,64.4,,,,
913,2011/07/28 18:45:55,,,64.6,,,,
914,2011/07/28 18:46:13,,,64.8,,,,
915,2011/07/28 18:46:49,,,65.0,,,,
916,2011/07/28 18:47:17,,,65.2,,,,
917,2011/07/28 18:47:54,,,65.4,,,,
918,2011/07/28 18:48:19,,,65.6,,,,
919,2011/07/28 18:49:20,,,65.8,,,,
920,2011/07/28 18:49:59,,,66.0,,,,
921,2011/07/28 18:51:11,,,66.2,,,,
922,2011/07/28 18:52:07,,,66.4,,,,
923,2011/07/28 18:53:09,,,66.6,,,,
924,2011/07/28 18:53:47,,,66.8,,,,
925,2011/07/28 18:55:37,,,67.0,,,,
926,2011/07/28 18:59:33,,,67.2,,,,
927,2011/07/28 19:00:00,4.623,2.93,,,,,
928,2011/07/28 19:39:31,,,67.4,,,,
929,2011/07/28 20:00:00,4.727,2.93,,,,,
930,2011/07/28 21:00:00,4.207,2.93,,,,,
931,2011/07/28 21:07:14,,,67.6,,,,
932,2011/07/28 22:00:00,4.623,2.93,,,,,
933,2011/07/28 23:00:00,5.450,2.91,,,,,
934,2011/07/29 00:00:00,4.727,2.93,,,,,
935,2011/07/29 01:00:00,4.311,2.93,,,,,
936,2011/07/29 02:00:00,5.244,2.91,,,,,
937,2011/07/29 03:00:00,5.860,2.91,,,,,
938,2011/07/29 04:00:00,6.064,2.91,,,,,
939,2011/07/29 05:00:00,6.674,2.91,,,,,
940,2011/07/29 06:00:00,6.674,2.91,,,,,
941,2011/07/29 07:00:00,6.877,2.91,,,,,
942,2011/07/29 08:00:00,7.079,2.91,,,,,
943,2011/07/29 09:00:00,8.382,2.93,,,,,
944,2011/07/29 10:00:00,11.041,2.91,,,,,
945,2011/07/29 11:00:00,16.046,2.91,,,,,
946,2011/07/29 12:00:00,16.713,2.93,,,,,
947,2011/07/29 13:00:00,15.282,2.91,,,,,
948,2011/07/29 14:00:00,13.461,2.93,,,,,
949,2011/07/29 15:00:00,14.804,2.93,,,,,
950,2011/07/29 16:00:00,14.709,2.93,,,,,
951,2011/07/29 17:00:00,12.207,2.93,,,,,
952,2011/07/29 18:00:00,10.455,2.91,,,,,
953,2011/07/29 19:00:00,9.472,2.93,,,,,
954,2011/07/29 20:00:00,8.779,2.93,,,,,
955,2011/07/29 21:00:00,8.082,2.93,,,,,
956,2011/07/29 22:00:00,6.471,2.93,,,,,
957,2011/07/29 23:00:00,5.757,2.91,,,,,
958,2011/07/30 00:00:00,5.552,2.91,,,,,
959,2011/07/30 01:00:00,5.655,2.91,,,,,
960,2011/07/30 02:00:00,5.552,2.91,,,,,
961,2011/07/30 03:00:00,5.655,2.91,,,,,
962,2011/07/30 04:00:00,5.450,2.91,,,,,
963,2011/07/30 05:00:00,5.655,2.91,,,,,
964,2011/07/30 06:00:00,5.552,2.91,,,,,
965,2011/07/30 07:00:00,5.552,2.91,,,,,
966,2011/07/30 08:00:00,5.552,2.91,,,,,
967,2011/07/30 09:00:00,5.655,2.91,,,,,
968,2011/07/30 10:00:00,7.481,2.91,,,,,
969,2011/07/30 11:00:00,22.621,2.93,,,,,
970,2011/07/30 12:00:00,26.000,2.93,,,,,
971,2011/07/30 13:00:00,25.125,2.93,,,,,
972,2011/07/30 14:00:00,24.738,2.95,,,,,
973,2011/07/30 15:00:00,22.717,2.95,,,,,
974,2011/07/30 16:00:00,21.473,2.93,,,,,
975,2011/07/30 17:00:00,13.269,2.95,,,,,
976,2011/07/30 18:00:00,9.077,2.95,,,,,
977,2011/07/30 19:00:00,10.063,2.93,,,,,
978,2011/07/30 20:00:00,11.041,2.93,,,,,
979,2011/07/30 21:00:00,11.334,2.93,,,,,
980,2011/07/30 22:00:00,11.041,2.93,,,,,
981,2011/07/30 23:00:00,9.571,2.95,,,,,
982,2011/07/31 00:00:00,9.965,2.93,,,,,
983,2011/07/31 01:00:00,7.682,2.93,,,,,
984,2011/07/31 02:00:00,6.978,2.93,,,,,
985,2011/07/31 03:00:00,6.877,2.93,,,,,
986,2011/07/31 04:00:00,6.877,2.93,,,,,
987,2011/07/31 05:00:00,7.079,2.93,,,,,
988,2011/07/31 06:00:00,7.882,2.93,,,,,
989,2011/07/31 07:00:00,7.983,2.93,,,,,
990,2011/07/31 08:00:00,7.782,2.93,,,,,
991,2011/07/31 09:00:00,8.879,2.93,,,,,
992,2011/07/31 10:00:00,11.236,2.93,,,,,
993,2011/07/31 11:00:00,29.152,2.93,,,,,
994,2011/07/31 12:00:00,32.291,2.93,,,,,
995,2011/07/31 13:00:00,26.977,2.95,,,,,
996,2011/07/31 14:00:00,27.075,2.95,,,,,
997,2011/07/31 15:00:00,24.448,2.95,,,,,
998,2011/07/31 16:00:00,23.773,2.95,,,,,
999,2011/07/31 17:00:00,12.497,2.95,,,,,
1000,2011/07/31 18:00:00,9.965,2.93,,,,,
1001,2011/07/31 19:00:00,7.983,2.95,,,,,
1002,2011/07/31 20:00:00,8.680,2.95,,,,,
1003,2011/07/31 21:00:00,7.782,2.95,,,,,
1004,2011/07/31 22:00:00,5.757,2.93,,,,,
1005,2011/07/31 23:00:00,7.582,2.95,,,,,
1006,2011/08/01 00:00:00,7.682,2.95,,,,,
1007,2011/08/01 01:00:00,8.779,2.95,,,,,
1008,2011/08/01 02:00:00,9.275,2.95,,,,,
1009,2011/08/01 03:00:00,9.373,2.95,,,,,
1010,2011/08/01 04:00:00,9.275,2.95,,,,,
1011,2011/08/01 05:00:00,9.176,2.95,,,,,
1012,2011/08/01 06:00:00,9.373,2.95,,,,,
1013,2011/08/01 07:00:00,9.669,2.93,,,,,
1014,2011/08/01 08:00:00,9.768,2.93,,,,,
1015,2011/08/01 09:00:00,11.041,2.93,,,,,
1016,2011/08/01 10:00:00,13.846,2.95,,,,,
1017,2011/08/01 11:00:00,31.472,2.93,,,,,
